Código BIP	Nombre Iniciativa	Sub Sector	Nombre de las fuentes	RATE	Costo Total
20179471-0	INVESTIGACION RECUPERACION Y DIFUSION FOTOGRAFIAS ANTIGUAS EL QUISCO	ARTE Y CULTURA	F.N.D.R.	FI	3304
20180520-0	CONSTRUCCION MODULOS SALA CUNA TIPO CONTENEDOR	EDUCACION PREBASICA	F.N.D.R.	FI	118479
20180530-0	APLICACION SISTEMA DE REGISTRO DE ESTUDIANTES DE CHILE	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.	FI	3000
20180569-0	ADQUISICION REPOSICION DE VEHICULO INSTITUCIONAL JUNJI V REGION	EDUCACION PREBASICA	F.N.D.R.	RS	12585
20180599-0	ADQUISICION ADQ BUS ESCOLAR PARA I.MUNICIPALIDAD DE ALGARROBO	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL	OT	49929
20180727-0	EQUIPAMIENTO COMPUTACIONAL SISTEMA ESTUDIANTES DE CHILE	ADMINISTRACION EDUCACION Y CULTURA	F.N.D.R.	FI	9500
20180798-0	REPOSICION Y MEJORAMIENTO DEPENDENCIAS DE INTERNADO MUNICIPAL	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	19572
20180978-0	CONSERVACION BIODETERIORO DE MONUMENTOS MEGALITICOS EN ISLA RAPA NUI	ADMINISTRACION EDUCACION Y CULTURA	F.N.D.R.	FI	68360
20181023-0	"DIFUSION FERIA DEL INVENTO, CONCON 2002"	ARTE Y CULTURA	F.N.D.R. - MUNICIPAL	OT	12180
20181137-0	AMPLIACION UNIVERSIDAD DE PLAYA ANCHA SEDE SAN FELIPE	EDUCACION SUPERIOR	F.N.D.R.	OT	203217
20181425-0	"CONSTRUCCION CENTRO ABIERTO Y SALA CUNA ALGARROBAL, SAN FELIPE"	EDUCACION PREBASICA	F.N.D.R.	RS	128400
20181560-0	CONSTRUCCION LICEO TECNICO PROFESIONAL EN CALLE LARGA	EDUCACION MEDIA TECNICO	F.N.D.R.	FI	670000
20181616-0	REPOSICION ESCUELA BASICA MUNICIPAL	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	630800
20181635-0	REPARACION BIBLIOTECA SEVERIN DE VALPARAISO	ARTE Y CULTURA	SECTORIAL	RS	90259
20181669-0	EQUIPAMIENTO COMUNIDAD TERAPEUTICA HOGAR LA ROCA	CAPACITACION EDUCACION Y CULTURA	F.N.D.R.	FI	9081
20181829-0	APLICACION DE PRODUCCION Y DIFUSION DE LAS ARTES AUDIOVISUALES	ARTE Y CULTURA	F.N.D.R.	FI	32000
20181863-0	DIFUSION FESTIVAL INTERNACIONAL DE CINE DE VALPARAISO 2002	ARTE Y CULTURA	F.N.D.R.	RS	28140
20181881-0	CONSTRUCCION TALLER DE GASTRONOMIA LICEO DE NIÑAS	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	45000
20181882-0	AMPLIACION Y READECUACION ESCUELA BASICA EL YECO	ADMINISTRACION EDUCACION Y CULTURA	F.N.D.R.	OT	139000
20181943-0	EQUIPAMIENTO CALEFACTORES SOLARES ESCUELAS RURALES	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	20750
20181975-0	RESTAURACION DEPENDENCIAS CIRCULO CULTURAL CAMILO HENRIQUEZ	ARTE Y CULTURA	F.N.D.R.	FI	59531
20182031-0	CONSTRUCCION GIMNASIO TECHADO COLEGIO CARLOS ALESSANDRI	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL - MUNICIPAL	OT	13499
20182193-0	"RESTAURACION CASA P. AGUIRRE CERDA Y ESCUELA AGRICOLA, CALLE LARGA."	ARTE Y CULTURA	F.N.D.R.	OT	335000
20182411-0	ANALISIS PLAN MAESTRO PRELIMINAR BORDE COSTERO VALPARAISO-VIÑA	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.	FI	49954
20182530-0	APLICACION CREACION DE CENTROS DE ESTUDIOS DE BALLET CLASICO	ARTE Y CULTURA	F.N.D.R.	OT	18200
20182950-0	ADQUISICION MINIBUS TRASLADO ALUMNOS ESC.ESPECIAL VALLE ANDINO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	59290
20183457-0	CONSTRUCCION HOGAR ESTUDIANTIL COMUNA DE SAN ESTEBAN	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	150909
20183774-0	CONSTRUCCION DEPARTAMENTO PROVINCIAL DE EDUCACION QUILLOTA - PETORCA	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL	OT	269302
20183940-0	AMPLIACION CENTRO CULTURAL DE CASABLANCA	ARTE Y CULTURA	F.N.D.R.	RS	322897
20184004-0	"REPARACION ESCUELA MARIA TERESA DEL CANTO, CATEMU"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	11391
20184790-0	ACTUALIZACION SISTEMA DE INFORMACION PLANTA FISICA SIPLAF II	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL	FI	34102
20187599-0	CONSTRUCCION AMPLIACION ESCUELA BASICA NUESTRO MUNDO G-174	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	296882
20187635-0	AMPLIACION ESCUELA BASICA D-176 ABRAHAM LINCOLN	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	32121
20187636-0	AMPLIACION ESCUELA BASICA D-159 REPUBLICA ARGENTINA	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	35267
20187638-0	"CONSTRUCCION SOLUCION INTEGRAL NUEVA ESCUELA BASICA, QUILLOTA"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	650424
20187772-0	AMPLIACION ESCUELA SAN JOSÉ DE CALASANZ	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	37066
20187880-0	"CONSTRUCCION CENTRO ABIERTO Y SALA CUNA VILLA SOL NACIENTE, SAN FELI"	EDUCACION PREBASICA	F.N.D.R.	RS	128400
20188064-0	DIFUSION MUSICAL INTERACTIVA EN COMUNAS V REGION	ARTE Y CULTURA	F.N.D.R.	RS	53049
20193723-0	MEJORAMIENTO INSTALACIONES MUSEO MUNICIPAL IN SITU PLAZA SOTOMAYOR	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.	RS	21720
20193776-0	DIFUSION FESTIVAL INTERNACIONAL CINE VINA DEL MAR	ARTE Y CULTURA	F.N.D.R.	RS	10001
20194586-0	"CONSTRUCCION PLAZA YUNGAY, EL QUISCO."	ARTE Y CULTURA	MUNICIPAL	RS	97281
20194702-0	DIFUSION ENCUENTRO REGIONAL DE CULTURA Y ARTES DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	RS	9746
20194758-0	DIFUSION CELEBRACIÓN FONDART 10 AÑOS	ARTE Y CULTURA	SECTORIAL - F.N.D.R.	OT	60429
20194991-0	DIFUSION III ENCUENTRO NACIONAL DE ORQUESTAS JUV. INFANT.EN VINA	ARTE Y CULTURA	F.N.D.R.	RS	23500
20195287-0	"CONSTRUCCION SALA COMPUTACIÓN ENLACES, ESCUELA EL TOTORAL, EL QUISCO"	EDUCACION BASICA Y MEDIA	MUNICIPAL	RS	4078
20195467-0	AMPLIACION ESCUELAS DOMINGO ORTIZ DE ROZAS Y ARTURO ECHAZARRETA L	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	34565
20196291-0	"CONSTRUCCION AMPLIACION 2ª ETAPA LICEO COMERCIAL C-27, QUILLOTA"	EDUCACION MEDIA TECNICO	F.N.D.R.	OT	166571
501836-0	CONSTRUCCION CENTRO CULTURAL DE CASABLANCA	ARTE Y CULTURA	F.N.D.R.	FI	8634
20040209-0	MEJORAMIENTO LICEO COMERCIAL A-18	EDUCACION MEDIA TECNICO	F.N.D.R.	OT	30400
20056539-0	"MEJORAMIENTO ESCUELA G-81 VI@A ERRAZURIZ, PANQUEHUE"	EDUCACION BASICA Y MEDIA	F.N.D.R.	*	4771
20074068-0	AMPLIACION ESCUELA REPUBLICA EL SALVADOR	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	10096
20074074-0	MEJORAMIENTO ESCUELA NACIONES UNIDAS	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	23832
20096610-0	"AMPLIACION ESCUELA GRECIA, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	12115
20096614-0	MEJORAMIENTO LICEO VALPARAISO	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	14869
20105089-0	"AMPLIACION ESCUELA F-299, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	32812
20127204-0	"MEJORAMIENTO Y RESTAURACION PALACIO BABURIZZA, U.V. 73"	ARTE Y CULTURA	F.N.D.R.	FI	19498
20131327-0	AMPLIACION ESCUELA E-65 JOSE A. MANSO DE VELASCO	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	6500
20131504-0	AMPLIACION LICEO DE ZAPALLAR	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	12844
20131902-0	"AMPLIACION ESCUELA E-350 IRMA SALAS SILVA, CONCON"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	5967
20136161-0	REPOSICION Y AMPLIACION INFRAESTRUCTURA ESCUELA LOS TILOS	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	200500
20136162-0	AMPLIACION INFRAESTRUCTURA ESCUELA CALIXTO OVALLE URZUA	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	76906
20136244-0	AMPLIACION MEJORAMIENTO Y EQUIPAMIENTO ESCUELA RURAL LA PEÑA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	4700
20136444-0	"CONSTRUCCION ESCUELA RURAL LOS MAITENES, CASABLANCA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	7742
20136458-0	"CONSTRUCCION ESCUELA RURAL DE LAS DICHAS, CASABLANCA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	7010
20136509-0	MEJORAMIENTO ESCUELA D-348 IGNACIO CARRERA PINTO	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	4175
20136581-0	"NORMALIZACION ESCUELA E-359, CANAL BEAGLE, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	3500
20136651-0	NORMALIZACION ESCUELA F-347 - CENTRO  EDUCATIVO - VINA DEL MAR	EDUCACION BASICA Y MEDIA	MUNICIPAL	FI	3590
20136657-0	REPOSICION ESCUELA E-374 - PATRICIO LYNCH - VINA DEL MAR	EDUCACION BASICA Y MEDIA	MUNICIPAL	FI	3591
20136804-0	"HABILITACION ESCUELA D-307, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	12524
20137225-0	RESTAURACION Y MEJORAMIENTO TEATRO MUNICIPAL DE VI±A DEL  MAR	ARTE Y CULTURA	F.N.D.R.	OT	17402
20138631-0	"CONSTRUCCION BIBLIOTECA MUNICIPAL  HNO. EMETERIO JOSE , LOS ANDES"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	12000
20140244-0	REPOSICION LOCAL ESCOLAR ESCUELA LAS ACACIAS	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	36000
20142567-0	"NORMALIZACION LICEO POLITECNICO, CONCON"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	368480
20146766-0	REPARACION INFRAESTRUCTURA ESCUELA BELLAS ARTES DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	FI	9892
20149945-0	MEJORAMIENTO CIRCULO CULTURAL 	CAPACITACION EDUCACION Y CULTURA	F.N.D.R.	RS	3200
20152402-0	"AMPLIACION ESCUELA BASICA F-18, VALLE HERMOSO, LA LIGUA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	10001
20152466-0	"AMPLIACION ESCUELA BASICA JOAQUIN EDWARDS BELLO, VALPARAISO"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	6303
20153032-0	"AMPLIACION ESCUELA CERRO PLACILLA, SAN ANTONIO"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	6387
20153917-0	MEJORAMIENTO Y EQUIPAMIENTO VARIAS ESCUELAS DE OLMUE	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	30800
20155528-0	"RESTAURACION Y MEJORAMIENTO PALACIO RIOJA,,  VI±A DEL MAR."	ARTE Y CULTURA	F.N.D.R.	OT	16847
20155733-0	"REPOSICION ESCUELA RAMON FREIRE E-175, QUILLOTA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	19500
20156578-0	"RESTAURACION Y MEJORAMIENTO PALACIO CARRASCO,  VI±A DEL MAR"	ARTE Y CULTURA	F.N.D.R.	OT	16189
20160400-0	APLICACION ENCUENTRO REGIONAL DE TEATRO	ARTE Y CULTURA	F.N.D.R.	OT	9543
20165742-0	"AMPLIACION ESCUELA BASICA LOS BELLOTOS DE LA VEGA, OLMUE"	EDUCACION BASICA Y MEDIA	MUNICIPAL	RS	2000
20165983-0	"REPOSICION Y AMPLIACIÓN ESCUELA LEZANA PINCHEIRA, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	MUNICIPAL	FI	2500
20166152-0	"AMPLIACION ESCUELA D-348, IGNACIO CARRERA PINTO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	4800
20166401-0	"ADQUISICION TERRENO ESCUELA AMERICA, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	14250
20166403-0	"ADQUISICION TERRENO ESCUELA FEDERICO ALBERT, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	16260
20166404-0	"ADQUISICION TERRENO ESCUELA DAVID BENGURION, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	5460
20166406-0	"ADQUISICION TERRENO ESCUELA REPUBLICA ISRAEL, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	9250
20166411-0	"AMPLIACION CENTRO EDUCATIVO FLORIDA, VALPARAISO"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	1498
20166412-0	"AMPLIACION Y EQUIPAMIENTO ESCUELA E-298 ESPAÑA, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	44024
20166413-0	"AMPLIACION CENTRO CAPACITACION LABORAL, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	1783
20166414-0	"AMPLIACION Y EQUIPAMIENTO LICEO A-23 ALFREDO NAZAR, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	33299
20166415-0	"AMPLIACION LICEO PEDRO MONTT, VALPARAISO"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	9510
20166416-0	"HABILITACION COMPLEJO EDUCACIONAL PLACERES-BARON, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	36728
20166418-0	"AMPLIACION LICEO COMERCIAL, VALPARAISO"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	18558
20166776-0	"REPOSICION LICEO TECNICO PROFESIONAL DE MINERIA, CABILDO"	EDUCACION MEDIA TECNICO	F.N.D.R.	FI	23450
20167049-0	"AMPLIACION CENTRO ABIERTO PUERTO AYSEN, SECTOR FORESTAL."	EDUCACION PREBASICA	F.N.D.R.	OT	5001
20167098-0	"AMPLIACION ESCUELA LA PARVA, ACHUPALLAS, VI±A DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	4000
20169332-0	CONSTRUCCION LICEO NUEVA AURORA	EDUCACION MEDIA TECNICO	SECTORIAL - F.N.D.R.	FI	39123
20169610-0	CONSTRUCCION SOLUCION INTEGRAL ESCUELA BASICA NUEVA AURORA	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	28295
20169698-0	REPOSICION ESCUELA BASICA E -351 ADRIANO MACHADO	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	22975
20169995-0	NORMALIZACION ESCUELA BASICA F - 337 VILLA MONTE	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	4089
20170172-0	AMPLIACION LICEO POLITECNICO A - 31 JOSE FRANCISCO VERGARA	EDUCACION MEDIA TECNICO	SECTORIAL	RS	22011
20170204-0	REPOSICION Y AMPLIACION ESC. BASICA F - 352 CARDENAL J. MARIA CARO	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	18407
20172544-0	"CONSTRUCCION ESCUELA PLANICIES DE BELLAVISTA, SAN ANTONIO"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	20500
20172599-0	"CONSTRUCCION ANEXO ESCUELA POETA PABLO NERUDA, SAN ANTONIO"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	11685
20172602-0	CONSTRUCCION SOLUC. INTEGRAL LICEO D. PARRAGEZ - ESC. MOVILIZ. PORT.	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	32176
20172621-0	"CONSTRUCCION ANEXO F-400, LICEO MARY GRAHAM, V. ALEMANA"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	14501
20172624-0	"AMPLIACION ESCUELA BASICA D-405, MANUEL BAQUEDANO, V. ALEMANA"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	9001
20172648-0	AMPLIACION ESCUELA REPUBLICA DE VENEZUELA	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	20001
20172651-0	AMPLIACION Y MEJORAMIENTO LICEO REPUBLICA DE ESTADOS UNIDOS	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	6000
20172654-0	AMPLIACION LICEO VALPARAISO	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	8281
20172658-0	AMPLIACION ADECUACION Y EQUIPAMIENTO ESCUELA ARGENTINA F-297	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	8255
20172659-0	AMPLIACION ESCUELA NACIONES UNIDAS	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	6009
20172660-0	AMPLIACION LICEO COMPUTACIONAL	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	22063
20172661-0	AMPLIACION HABILITACIÓN Y EQUIPAMIENTO ESCUELA BLAS CUEVAS D-307	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	2657
20172662-0	AMPLIACION ESCUELA GRECIA	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	8780
20172663-0	AMPLIACION LICEO EDUARDO DE LA BARRA	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	10772
20172664-0	AMPLIACION LICEO HERNAN OLGUIN	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	1064
20172666-0	AMPLIACION LICEO BARON	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	12256
20172667-0	AMPLIACION ESCUELA BRASIL	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	11280
20172668-0	AMPLIACION ESCUELA ALEMANA	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	4505
20172670-0	AMPLIACION ESCUELA GASPAR CABRALES	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	2229
20172674-0	AMPLIACION ESCUELA RAMON BARROS LUCO	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	5802
20172675-0	AMPLIACION ESCUELA URUGUAY	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	5256
20172676-0	AMPLIACION COMPLEJO EUSEBIO LILLO	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	56900
20172683-0	"AMPLIACION Y MEJORAMIENTO ESCUELA LAS ACACIAS E-201, CALERA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	2310
20172684-0	"AMPLIACION ESCUELA GABRIELA MISTRAL, LA CALERA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	5000
20172685-0	"CONSTRUCCION SOLUCION INTEGRAL, ESC. D-235; ESC. E-231 - ESC. NUEVA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	30000
20172694-0	"CONSTRUCCION ESCUELA NUEVA VILLA CORDILLERA, SAN FELIPE"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	12000
20172695-0	AMPLIACION Y MEJORAMIENTO ESCUELA E-62 JOSE DE SAN MARTIN	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	8500
20172696-0	AMPLIACION Y MEJORAMIENTO ESCUELA F-68 BUEN PASTOR	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	8000
20172713-0	"NORMALIZACION PARA JEC. ESCUELA REPUBLICA EL SALVADOR, VALPO"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	3413
20172753-0	"AMPLIACION ESCUELA F-35, CABILDO"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	9100
20172771-0	"AMPLIACION Y MEJORAMIENTO COLEGIO GENERAL VELÀSQUEZ, PUCHUNCAVÌ"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	12000
20172775-0	"AMPLIACION Y ADECUACION LICEO MANUEL MARIN FRITIS, PUTAENDO"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	5500
20172805-0	"AMPLIACION Y ADECUACION ESCUELA E-124, REPUBLICA DE GUATEMALA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	20641
20172832-0	AMPLIACION Y ADECUACION ESCUELA F-348 VILLA INDEPENDENCIA	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	21710
20172840-0	AMPLIACION Y  REPOSICION ESCUELA F-362 LOS ALMENDROS (EL LIBANO)	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	6390
20172841-0	"AMPLIACION LICEO A-12 SANTIAGO ESCUTTI ORREGO, QUILLOTA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	19300
20172842-0	AMPLIACION Y REPOSICION ESCUELA F-363 JOHN KENNEDY  VINA DEL MAR	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	21661
20172843-0	AMPLIACION Y ADECUACION ESCUELA E-364 SALVADOR ALLENDE	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	13095
20172845-0	AMPLIACION Y ADECUACION ESCUELA E-338 GASTON OSSA SAINT MARIE	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	11000
20172846-0	"AMPLIACION  Y ADECUACION LICEO COMERCIAL C-27, QUILLOTA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	19800
20172847-0	AMPLIACION Y ADECUACION ESCUELA D-346 TEODORO LOWEY  	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	23413
20172848-0	AMPLIACION Y ADECUACION ESCUELA D-320 ORLANDO PENA CARVAJAL	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	7000
20172849-0	"AMPLIACION Y READECUACION LICEO F-434, MANNHEIM"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	20816
20172850-0	"AMPLIACION ESCUELA BASICA  NUEVA, QUILLOTA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	28956
20172852-0	"AMPLIACION ESCUELA BASICA D-176 ABRAHAM LINCOLN, QUILLOTA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	1043
20172853-0	"AMPLIACION ESCUELA BASICA D-159, REPUBLICA ARGENTINA, QUILLOTA"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	1183
20172854-0	AMPLIACION Y ADECUACION ESCUELA ESPECIAL DE DESARROLLO	EDUCACION DIFERENCIAL Y ESPECIAL	SECTORIAL	RS	10854
20172856-0	AMPLIACION Y ADECUACION ESCUELA F-436	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	7529
20172864-0	"AMPLIACION Y ADECUACION ESCUELA D-430, FERNANDO DURAN"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	2100
20172866-0	"AMPLIACION Y ADECUACION  ESCUELA D-416, MANUEL BULNES"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	13700
20172867-0	"AMPLIACION Y ADECUACION ESCUELA D-417, G. ZAÑARTU"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	16200
20172868-0	"AMPLIACION Y ADECUACION LICEO A-40, ALEJANDRO LUBET"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	14200
20172869-0	"CONSTRUCCION SOLUCION INTEGRAL, A-40 Y D-430"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	30000
20173528-0	"AMPLIACION REPOSICION ESC.BASICA POETA NERUDA, ISLA NEGRA-EL QUISC"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	352243
20174236-0	AMPLIACION Y EQUIPAMIENTO BIBLIOTECA  SEVERIN VALPARAISO	ARTE Y CULTURA	SECTORIAL	OT	73500
20175393-0	REPOSICION ESCUELA ALMIRANTE LATORRE NRO. 225	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	30000
20177780-0	REPOSICION DEPTO. PROVINCIAL DE EDUCACION DE SAN FELIPE LOS ANDES	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL	OT	14000
20180520-0	CONSTRUCCION MODULOS SALA CUNA TIPO CONTENEDOR	EDUCACION PREBASICA	F.N.D.R.	FI	7100
20183774-0	CONSTRUCCION DEPARTAMENTO PROVINCIAL DE EDUCACION QUILLOTA - PETORCA	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL	OT	17800
501836-0	CONSTRUCCION CENTRO CULTURAL DE CASABLANCA	ARTE Y CULTURA	F.N.D.R.	FI	258380
20038216-0	REPOSICION ESCUELA BASICA BOLONIA  F-243	EDUCACION BASICA Y MEDIA	F.N.D.R.	RA	15889
20040209-0	MEJORAMIENTO LICEO COMERCIAL A-18	EDUCACION MEDIA TECNICO	F.N.D.R.	OT	375600
20046313-0	"REPOSICION INFRAESTRUCTURA LICEO B-15, LLAY LLAY"	EDUCACION MEDIA TECNICO	F.N.D.R.	FI	506387
20049105-0	"REPOSICION Y EQUIP. ESCUELA F-138 PRIMER CRUCERO, CALLE LARGA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RA	210945
20057978-0	REPARACION Y RESTAURACION CASA Y PARQUE DE LA CULTURA LA ERMITA	ARTE Y CULTURA	SECTORIAL	OT	486237
20073972-0	"AMPLIACION ESCUELA D-160, QUILLOTA"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	305742
20073973-0	"AMPLIACION LICEO COMERCIAL C-43 TECNICO PROFESIONAL, SAN ANTONIO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	474796
20074052-0	EQUIPAMIENTO ESCUELAS Y LICEOS MUNICIPALES	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	250000
20074068-0	AMPLIACION ESCUELA REPUBLICA EL SALVADOR	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	191170
20074074-0	MEJORAMIENTO ESCUELA NACIONES UNIDAS	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	345325
20075463-0	"AMPLIACION ESCUELA  BASICA REPUBLICA DE MEXICO, E-161 QUILLOTA"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R. - MUNICIPAL	RS	244273
20075721-0	"AMPLIACION ESCUELA E-240 LEONARDO DA VINCI, LA CRUZ"	EDUCACION BASICA Y MEDIA	SECTORIAL - MUNICIPAL	FI	130500
20075725-0	MEJORAMIENTO ESCUELA BASICA F-241	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	32558
20081783-0	MEJORAMIENTO Y EQUIPAMIENTO ESCUELA G-394 LA LOMA DE LA VEGA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	66018
